Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Johan Vásquez,Cremonese,24, D(CL)  ,9(4),873,0,0,6,0,0.5,75.1,1.3,0,6.43
Romelu Lukaku,Inter,29," AM(R),FW  ",7(6),608,2,1,1,0,1.1,68.6,1.2,0,6.42
Jean-Daniel Akpa Akpro,Empoli,30," D(R),M(CLR)  ",9(5),769,0,0,6,2,0.6,79.4,0.6,0,6.42
Martín Satriano,Empoli,22, FW  ,18(5),1448,2,1,3,0,1.4,70.6,1.5,0,6.42
Filippo Ranocchia,Monza,21, Midfielder  ,5(8),503,1,0,1,0,1.2,81,0.2,0,6.42
Michele Castagnetti,Cremonese,33, DMC  ,7(8),715,0,0,1,0,0.4,76.8,0.4,0,6.42
Andrea Consigli,Sassuolo,36, GK  ,23,2070,0,0,0,0,0,76.3,0.3,1,6.42
Tommaso Augello,Sampdoria,28," D(L),M(L)  ",22(2),1917,1,2,1,0,0.3,75.4,0.9,0,6.42
Adama Soumaoro,Bologna,30, D(CR)  ,14(1),1236,0,0,3,1,0.1,92.5,1.3,0,6.41
Luka Jovic,Fiorentina,25, FW  ,13(10),1139,4,0,2,0,1.7,75.3,1,1,6.41
Andrea Pinamonti,Sassuolo,23, FW  ,17(4),1478,3,0,2,0,2.2,63.8,1.4,0,6.41
Jeremy Toljan,Sassuolo,28," D(LR),M(LR)  ",18(1),1679,0,1,2,0,0.2,82.6,0.2,0,6.41
Federico Di Francesco,Lecce,28," M(LR),FW  ",15(9),1285,1,2,5,0,1,72.9,0.2,1,6.41
Giacomo Raspadori,Napoli,23," AM(CL),FW  ",7(8),577,1,0,1,0,1.7,78.8,0.1,0,6.40
Igor Julio,Fiorentina,25," D(C),M(L)  ",15(4),1364,0,0,6,1,0.3,88.5,1.5,0,6.40
Marlon Santos,Monza,27, D(C)  ,15(4),1219,0,0,5,0,0.2,92,1.5,0,6.40
Jean-Victor Makengo,Udinese,24, M(CL)  ,11(5),812,0,1,2,0,0.4,84.8,0.3,0,6.40
Manolo Gabbiadini,Sampdoria,31," AM(CLR),FW  ",14(8),1282,4,1,5,0,2.3,68.4,1.3,1,6.40
Adrien Tameze,Verona,29, M(C)  ,22(2),1924,0,0,2,0,0.3,76.3,0.9,0,6.39
Alexis Saelemaekers,AC Milan,23, M(R)  ,8(9),729,0,2,1,0,0.6,77.5,0.4,1,6.39
Andrea Colpani,Monza,23, Midfielder  ,4(13),500,2,0,1,0,0.9,84,0.1,0,6.39
Daniele Verde,Spezia,26," AM(CLR),FW  ",8(7),680,2,0,1,0,1.5,73.9,0,0,6.39
José Machín,Monza,26, M(C)  ,8(6),751,0,1,4,0,0.5,82.2,0.4,0,6.39
Thomas Henry,Verona,28, FW  ,13(3),1038,2,0,4,0,1.1,53.2,2.9,1,6.39
Luis Muriel,Atalanta,31," AM(CL),FW  ",6(10),652,1,2,0,2,0.9,69,0.4,1,6.39
Sofyan Amrabat,Fiorentina,26, DMC  ,18(4),1484,0,0,9,0,0.4,89.2,0.4,0,6.38
Luca Zanimacchia,Cremonese,24, AM(C)  ,9(6),748,0,0,2,0,1.3,74.9,0.2,0,6.38
Divock Origi,AC Milan,27," AM(LR),FW  ",6(11),647,2,1,1,0,1.1,70.2,0.5,1,6.38
Charles Pickel,Cremonese,25, M(C)  ,21(2),1717,1,0,7,0,0.7,77.8,1.6,0,6.38
Pedro Obiang,Sassuolo,30, DMC  ,9(5),684,0,1,2,0,0.4,83.2,0.9,0,6.38
Cyriel Dessers,Cremonese,28, FW  ,15(4),1257,5,1,2,0,2.1,65.1,0.5,0,6.38
Kingsley Ehizibue,Udinese,27," D(R),M(R)  ",8(11),884,1,0,5,0,0.3,73.9,0.6,1,6.37
Simone Verdi,Verona,30," AM(CLR),FW  ",5(8),528,1,0,2,0,0.9,74,0.2,0,6.37
Fabio Miretti,Juventus,19, AM(C)  ,9(9),825,0,1,1,0,0.9,72.8,0.2,0,6.36
Miguel Veloso,Verona,36, M(C)  ,10(5),849,0,0,4,0,0.9,76.6,0.5,0,6.36
Tommaso Pobega,AC Milan,23, M(C)  ,6(7),571,1,0,2,0,0.8,75.7,0.7,0,6.36
Antonín Barak,Fiorentina,28, AM(CR)  ,13(7),1147,2,0,3,0,1.1,82.8,0.6,0,6.36
Leandro Paredes,Juventus,28, DMC  ,5(11),584,0,0,2,0,0.6,92,0.1,0,6.36
Nemanja Radonjic,Torino,27," M(CLR),FW  ",10(12),968,2,1,1,0,1.7,70.1,0.3,2,6.35
Giovanni Simeone,Napoli,27," AM(R),FW  ",0(15),190,3,0,1,0,0.5,70.5,0.2,0,6.35
Samuele Birindelli,Monza,23, M(R)  ,12(9),1043,0,1,6,0,0.6,74,0.2,0,6.35
Jeison Murillo,Sampdoria,30, D(C)  ,10(3),823,0,0,3,0,0.1,82,1.9,0,6.35
Soualiho Meïté,Cremonese,28, M(C)  ,16(2),1290,0,1,5,0,0.6,83.7,0.9,0,6.34
Dimitrios Nikolaou,Spezia,24, D(C)  ,22(1),1959,0,0,7,1,0.3,82.8,0.7,0,6.34
Mattia De Sciglio,Juventus,30," D(CLR),M(LR)  ",7(6),762,0,0,0,0,0.3,81.9,0.7,0,6.34
Mattia Caldara,Spezia,28, D(C)  ,10(6),980,0,0,5,0,0.6,77.7,1.8,0,6.34
Nedim Bajrami,Empoli,24, AM(C)  ,8(11),931,1,1,1,0,1.1,80,0.1,0,6.34
Gian Marco Ferrari,Sassuolo,30, D(C)  ,17(4),1534,1,0,5,0,0.3,85.3,1.3,0,6.34
Filippo Terracciano,Verona,20, Midfielder  ,4(9),532,0,0,1,0,0.2,72.8,1.1,0,6.34
Tolgay Arslan,Udinese,32, M(C)  ,11(13),907,1,0,1,0,0.8,83.1,0.2,0,6.34
Lorenzo Colombo,Lecce,21, FW  ,12(10),1061,4,2,4,0,1.5,66.1,1.1,0,6.33
Nicolas Haas,Empoli,27, M(C)  ,10(7),939,1,0,2,0,0.4,76.5,0.4,0,6.33
Moise Kean,Juventus,23," AM(LR),FW  ",9(14),807,5,0,4,1,1.4,73.8,0.3,1,6.33
Robin Gosens,Inter,28," D(L),M(CL)  ",4(18),580,1,0,1,0,0.4,77.1,0.5,0,6.33
Kristian Thorstvedt,Sassuolo,23, M(C)  ,11(11),945,2,1,4,0,0.7,77.5,1,0,6.33
Yayah Kallon,Verona,21, AM(C)  ,6(12),715,1,1,1,0,0.9,69.6,0.4,0,6.32
Enzo Ebosse,Udinese,23, D(C)  ,9(11),919,0,0,3,0,0.2,84.4,0.8,0,6.31
Joaquín Correa,Inter,28," AM(CL),FW  ",4(13),426,3,1,1,0,0.5,75.4,0.2,0,6.30
Grigoris Kastanos,Salernitana,25, AM(CR)  ,4(11),466,1,0,3,0,0.7,77.6,0.6,0,6.30
Cristian Buonaiuto,Cremonese,30, Midfielder  ,3(15),551,0,0,2,0,1.3,71.7,0.2,0,6.30
Lameck Banda,Lecce,22, AM(L)  ,13(12),1167,1,1,4,0,1,72.1,0.2,1,6.29
Valerio Verre,Sampdoria,29," AM(CL),FW  ",6(12),674,0,0,5,0,0.8,75.9,0.7,0,6.29
Federico Bonazzoli,Salernitana,25," AM(C),FW  ",12(9),1055,2,1,1,0,1.5,76.2,0.2,0,6.29
Gregoire Defrel,Sassuolo,31," AM(CR),FW  ",8(6),655,1,0,2,0,0.6,83.2,0.1,0,6.28
Alfred Duncan,Fiorentina,30, DMC  ,7(7),603,0,0,2,0,0.2,78.5,0.6,0,6.28
Junior Sambia,Salernitana,26," D(R),M(CR)  ",5(9),473,0,0,2,0,0.6,85.4,0.5,0,6.27
Remi Oudin,Lecce,26," M(CLR),FW  ",2(16),404,0,0,1,0,0.7,65.7,0.3,0,6.26
Liam Henderson,Empoli,26, AM(C)  ,9(8),763,0,1,7,0,0.5,84.4,0.2,0,6.26
Emmanuel Gyasi,Spezia,29," M(LR),FW  ",22,1823,1,0,5,0,1.2,82.1,0.6,0,6.26
Demba Seck,Torino,22, Forward  ,5(8),383,0,0,0,0,0.6,79.3,0.2,0,6.25
Albin Ekdal,Spezia,33, M(C)  ,8(10),839,0,2,2,1,0.5,77.3,0.7,0,6.25
Daniel Ciofani,Cremonese,37, FW  ,5(17),547,4,0,0,0,0.9,57.4,1.1,0,6.24
Kristoffer Askildsen,Lecce,22, M(C)  ,6(12),619,0,0,3,0,0.5,66.3,0.9,0,6.22
Nicolò Zaniolo,Roma,23," AM(CR),FW  ",12(1),898,1,0,4,0,2.2,69.5,0.4,0,6.21
Domagoj Bradaric,Salernitana,23," D(L),M(L)  ",14(6),1357,0,1,4,0,0.3,80.2,0.2,0,6.21
Tanguy Ndombélé,Napoli,26, M(C)  ,6(17),565,0,0,3,0,0.6,89.3,0.2,0,6.20
Agustín Álvarez Martínez,Sassuolo,21, Forward  ,1(17),299,1,1,1,0,0.6,82.9,0.4,0,6.20
Toma Basic,Lazio,26, M(C)  ,4(12),387,0,0,1,0,0.4,77.6,0.6,0,6.20
Erik Botheim,Salernitana,23, Forward  ,3(14),344,1,1,1,0,0.2,64.6,0.8,0,6.19
Ronaldo Vieira,Sampdoria,24, DMC  ,8(8),815,0,0,3,0,0.3,87.8,0.5,0,6.18
Kevin Lasagna,Verona,30," AM(CL),FW  ",13(8),1236,1,2,1,0,2,64.5,0.6,0,6.18
Giacomo Quagliata,Cremonese,23, D(L)  ,4(9),489,0,0,0,0,0.7,72.4,0.2,0,6.18
Michel Aebischer,Bologna,26, M(CR)  ,9(12),862,1,0,3,0,0.5,84.7,0.2,0,6.17
Emil Ceïde,Sassuolo,21, Forward  ,3(11),322,0,0,0,0,0.3,69.6,0.1,0,6.17
Abdou Harroui,Sassuolo,25," DMC,M(R)  ",2(13),312,1,0,1,0,0.6,82.9,0.3,0,6.17
Matteo Cancellieri,Lazio,21, Forward  ,1(15),207,0,0,2,0,0.3,78.9,0.3,0,6.16
Francesco Caputo,Sampdoria,35, FW  ,13(2),1100,1,0,0,0,1.3,71.9,0.4,0,6.16
Andrea Belotti,Roma,29, FW  ,3(18),534,0,0,0,0,0.5,69.1,0.7,0,6.15
Christian Gytkjær,Monza,32, FW  ,3(14),471,1,0,0,0,0.6,69.2,0.5,0,6.14
Gonzalo Villar,Sampdoria,24, DMC  ,8(7),695,0,0,2,0,0.1,84.2,0.6,0,6.08
Fabio Quagliarella,Sampdoria,40, FW  ,2(15),387,0,0,2,0,1.2,69.5,0.3,0,6.04
Felix Afena-Gyan,Cremonese,20, Forward  ,5(11),603,0,0,2,0,0.9,78.1,0.8,0,6.04
